Ticker,Quandl_Code,Name,Exchange,Last Trade Date
GDDY,EOD/GDDY,GoDaddy Inc. Class A,NYSE,2019-07-30
GDEN,EOD/GDEN,Golden Entertainment Inc.,NASDAQ,2019-07-30
GDG,EOD/GDG,GadsdenA DynamicA GrowthA,NYSE Arca,2019-07-30
GDI,EOD/GDI,Gardner Denver Holdings Inc.,NYSE,2019-07-30
GDL,EOD/GDL,GDL Fund The of Beneficial Interest,NYSE,2019-07-30
GDL.P.C,EOD/GDL_P_C,The GDL Fund Series C Cumulative Puttable and Callable Preferred Shares,NYSE,2019-07-29
GDMA,EOD/GDMA,GadsdenA DynamicA Multi-AssetA,NYSE Arca,2019-07-30
GDNA,EOD/GDNA,Goldman Sachs Motif Human Evolution,NYSE Arca,2019-07-30
GDO,EOD/GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,NYSE,2019-07-30
GDOT,EOD/GDOT,Green Dot Corporation Class A $0.001 par value,NYSE,2019-07-30
GDP,EOD/GDP,Goodrich Petroleum Corporation,NYSE,2019-07-30
GDS,EOD/GDS,GDS Holdings Limited,NASDAQ,2019-07-30
GDV,EOD/GDV,Gabelli Dividend & Income Trust of Beneficial Interest,NYSE,2019-07-30
GDV.P.A,EOD/GDV_P_A,Gabelli Dividend & Income Tr Preferred Series A,NYSE,2019-07-30
GDV.P.D,EOD/GDV_P_D,Gabelli Dividend Pfd Series D,NYSE,2019-07-30
GDV.P.G,EOD/GDV_P_G,Gabelli Dividend 5.25% Series G Cumulative Preferred Shares par value $0.001 per share,NYSE,2019-07-30
GDV.P.H,EOD/GDV_P_H,The Gabelli Dividend & Income Trust 5.375% Series H Cumulative Preferred Shares,NYSE,2019-07-30
GDX,EOD/GDX,VanEck Vectors Gold Miners,NYSE Arca,2019-07-30
GDXJ,EOD/GDXJ,VanEck Vectors Junior Gold Miners,NYSE Arca,2019-07-30
GDXS,EOD/GDXS,ProShares UltraShort Gold Miners,NYSE Arca,2019-07-30
GDXX,EOD/GDXX,ProShares Ultra Gold Miners,NYSE Arca,2019-07-30
GE,EOD/GE,General Electric Company,NYSE,2019-07-30
GEC,EOD/GEC,Great Elm Capital Group Inc.,NASDAQ,2019-07-30
GECC,EOD/GECC,Great Elm Capital Corp.,NASDAQ,2019-07-30
GECCL,EOD/GECCL,Great Elm Capital Corp. 6.50% Notes due 2022,NASDAQ,2019-07-30
GECCM,EOD/GECCM,Great Elm Capital Corp. 6.75% Notes Due 2025,NASDAQ,2019-07-30
GECCN,EOD/GECCN,Great Elm Capital Corp. Notes,NASDAQ,2019-07-30
GEF,EOD/GEF,Greif Inc. Class A,NYSE,2019-07-30
GEF.B,EOD/GEF_B,Greif Inc. Corporation Class B,NYSE,2019-07-30
GEL,EOD/GEL,Genesis Energy L.P.,NYSE,2019-07-30
GEM,EOD/GEM,Goldman Sachs ActiveBeta Emerging Markets Equity,NYSE Arca,2019-07-30
GEMP,EOD/GEMP,Gemphire Therapeutics Inc.,NASDAQ,2019-07-30
GEN,EOD/GEN,Genesis Healthcare Inc.,NYSE,2019-07-30
GENC,EOD/GENC,Gencor Industries Inc.,NASDAQ,2019-07-30
GENE,EOD/GENE,Genetic Technologies Ltd,NASDAQ,2019-07-30
GENY,EOD/GENY,Principal Millennials Index ETF,NASDAQ,2019-07-30
GEO,EOD/GEO,Geo Group Inc (The) REIT,NYSE,2019-07-30
GEOS,EOD/GEOS,Geospace Technologies Corporation,NASDAQ,2019-07-30
GER,EOD/GER,Goldman Sachs MLP Energy Renaissance Fund,NYSE,2019-07-30
GERN,EOD/GERN,Geron Corporation,NASDAQ,2019-07-30
GES,EOD/GES,Guess? Inc.,NYSE,2019-07-30
GEVO,EOD/GEVO,Gevo Inc.,NASDAQ,2019-07-30
GF,EOD/GF,New Germany Fund Inc. (The),NYSE,2019-07-30
GFED,EOD/GFED,Guaranty Federal Bancshares Inc.,NASDAQ,2019-07-30
GFF,EOD/GFF,Griffon Corporation,NYSE,2019-07-30
GFI,EOD/GFI,Gold Fields Limited American Depositary Shares,NYSE,2019-07-30
GFIN,EOD/GFIN,Goldman Sachs Motif Finance Reimagined,NYSE Arca,2019-07-30
GFN,EOD/GFN,General Finance Corporation,NASDAQ,2019-07-30
GFNCP,EOD/GFNCP,General Finance Corporation Cumulative Redeemable Perpetual Preferred Series C,NASDAQ,2019-07-30
GFNSL,EOD/GFNSL,General Finance Corporation Senior Notes due 2021,NASDAQ,2019-07-30
GFY,EOD/GFY,Western Asset Variable Rate Strategic Fund Inc.,NYSE,2019-07-30
GGAL,EOD/GGAL,Grupo Financiero Galicia S.A.,NASDAQ,2019-07-30
