Ticker,Quandl_Code,Name,Exchange,Last Trade Date
RVNC,EOD/RVNC,Revance Therapeutics Inc.,NASDAQ,2019-07-30
RVNU,EOD/RVNU,Xtrackers Municipal Infrastructure Revenue Bond,NYSE Arca,2019-07-30
RVP,EOD/RVP,Retractable Technologies Inc.,NYSE MKT,2019-07-30
RVSB,EOD/RVSB,Riverview Bancorp Inc,NASDAQ,2019-07-30
RVT,EOD/RVT,Royce Value Trust Inc.,NYSE,2019-07-30
RWCD,EOD/RWCD,Direxion MSCI Cyclicals Over Defensives,NYSE Arca,2019-07-30
RWDC,EOD/RWDC,Direxion MSCI Defensives Over Cyclicals,NYSE Arca,2019-07-29
RWDE,EOD/RWDE,Direxion MSCI Developed Over Emerging Markets,NYSE Arca,2019-07-29
RWED,EOD/RWED,Direxion MSCI Emerging Over Developed Markets,NYSE Arca,2019-07-29
RWGE,EOD/RWGE,Regalwood Global Energy Ltd. Class A,NYSE,2019-07-30
RWGE.U,EOD/RWGE_U,Regalwood Global Energy Ltd. Units,NYSE,2019-07-29
RWGE.WS,EOD/RWGE_WS,Regalwood Global Energy Ltd. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,NYSE,2019-07-30
RWGV,EOD/RWGV,Direxion Russell 1000 Growth Over Value,NYSE Arca,2019-07-30
RWIU,EOD/RWIU,Direxion FTSE Russell International Over US,NYSE Arca,2019-07-29
RWJ,EOD/RWJ,Invesco Exchange-Traded Fund Trust II S&P SmallCap 600 Revenue,NYSE Arca,2019-07-30
RWK,EOD/RWK,Invesco Exchange-Traded Fund Trust II S&P MidCap 400 Revenue,NYSE Arca,2019-07-30
RWL,EOD/RWL,Invesco Exchange-Traded Fund Trust II S&P 500 Revenue,NYSE Arca,2019-07-30
RWLK,EOD/RWLK,ReWalk Robotics Ltd.,NASDAQ,2019-07-30
RWLS,EOD/RWLS,Direxion Russell Large Over Small Cap,NYSE Arca,2019-07-29
RWM,EOD/RWM,ProShares Short Russell2000,NYSE Arca,2019-07-30
RWO,EOD/RWO,SPDR DJ Wilshire Global Real Estate,NYSE Arca,2019-07-30
RWR,EOD/RWR,SPDR DJ Wilshire REIT,NYSE Arca,2019-07-30
RWSL,EOD/RWSL,Direxion Russell Small Over Large Cap,NYSE Arca,2019-07-30
RWT,EOD/RWT,Redwood Trust Inc.,NYSE,2019-07-30
RWUI,EOD/RWUI,Direxion FTSE Russell US Over International,NYSE Arca,2019-07-30
RWVG,EOD/RWVG,Direxion Russell 1000 Value Over Growth,NYSE Arca,2019-07-30
RWW,EOD/RWW,Invesco Exchange-Traded Fund Trust II S&P Financials Revenue,NYSE Arca,2019-07-30
RWX,EOD/RWX,SPDR DJ Wilshire Intl Real Estate,NYSE Arca,2019-07-30
RXD,EOD/RXD,ProShares UltraShort Health Care,NYSE Arca,2019-07-30
RXI,EOD/RXI,iShares Global Consumer Discretionary,NYSE Arca,2019-07-30
RXL,EOD/RXL,ProShares Ultra Health Care,NYSE Arca,2019-07-30
RXN,EOD/RXN,Rexnord Corporation,NYSE,2019-07-30
RXN.P.A,EOD/RXN_P_A,Rexnord Corporation Depositary Shares Series A,NYSE,2019-07-30
RY,EOD/RY,Royal Bank Of Canada,NYSE,2019-07-30
RY.P.T,EOD/RY_P_T,Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares Series C-2,NYSE,2019-07-29
RYAAY,EOD/RYAAY,Ryanair Holdings plc American Depositary Shares each representing five Ordinary Shares,NASDAQ,2019-07-30
RYAM,EOD/RYAM,Rayonier Advanced Materials Inc.,NYSE,2019-07-30
RYAM.P.A,EOD/RYAM_P_A,Rayonier Advanced Materials Inc. 8.00% Series A Mandatory Convertible Preferred Stock,NYSE,2019-07-30
RYB,EOD/RYB,RYB Education Inc. American depositary shares each representing one Class A,NYSE,2019-07-30
RYE,EOD/RYE,Invesco S&P 500 Equal Weight Energy,NYSE Arca,2019-07-30
RYF,EOD/RYF,Invesco S&P 500 Equal Weight Financial,NYSE Arca,2019-07-30
RYH,EOD/RYH,Invesco S&P 500 Equal Weight Health Care,NYSE Arca,2019-07-30
RYI,EOD/RYI,Ryerson Holding Corporation,NYSE,2019-07-30
RYJ,EOD/RYJ,Invesco Raymond James SB-1 Equity,NYSE Arca,2019-07-30
RYN,EOD/RYN,Rayonier Inc. REIT,NYSE,2019-07-30
RYT,EOD/RYT,Invesco S&P 500 Equal Weight Technology,NYSE Arca,2019-07-30
RYTM,EOD/RYTM,Rhythm Pharmaceuticals Inc.,NASDAQ,2019-07-30
RYU,EOD/RYU,Invesco S&P 500 Equal Weight Utilities,NYSE Arca,2019-07-30
RYZZ,EOD/RYZZ,RYZZ Managed Futures Strategy Plus,NYSE Arca,2019-07-30
RZA,EOD/RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042,NYSE,2019-07-30
RZB,EOD/RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,NYSE,2019-07-30
RZG,EOD/RZG,Invesco S&P Smallcap 600 Pure Growth,NYSE Arca,2019-07-30
RZV,EOD/RZV,Invesco S&P Smallcap 600 Pure Value,NYSE Arca,2019-07-30
S,EOD/S,Sprint Corporation,NYSE,2019-07-30
SA,EOD/SA,Seabridge Gold Inc. (Canada),NYSE,2019-07-30
SAA,EOD/SAA,ProShares Ultra SmallCap600,NYSE Arca,2019-07-30
SAB,EOD/SAB,Saratoga Investment Corp 6.75% Notes due 2023,NYSE,2019-07-30
SABR,EOD/SABR,Sabre Corporation,NASDAQ,2019-07-30
SACH,EOD/SACH,Sachem Capital Corp.,NYSE MKT,2019-07-30
SAEX,EOD/SAEX,SAExploration Holdings Inc.,NASDAQ,2019-07-30
SAF,EOD/SAF,Saratoga Investment Corp 6.25% Notes due 2023,NYSE,2019-07-30
SAFE,EOD/SAFE,Safehold Inc.,NYSE,2019-07-30
SAFM,EOD/SAFM,Sanderson Farms Inc.,NASDAQ,2019-07-30
SAFT,EOD/SAFT,Safety Insurance Group Inc.,NASDAQ,2019-07-30
SAGE,EOD/SAGE,Sage Therapeutics Inc.,NASDAQ,2019-07-30
SAGG,EOD/SAGG,Direxion Daily Total Bond Market Bear 1X Shares,NYSE Arca,2019-07-29
SAH,EOD/SAH,Sonic Automotive Inc.,NYSE,2019-07-30
SAIA,EOD/SAIA,Saia Inc.,NASDAQ,2019-07-30
SAIC,EOD/SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NYSE,2019-07-30
SAIL,EOD/SAIL,SailPoint Technologies Holdings Inc.,NYSE,2019-07-30
SAL,EOD/SAL,Salisbury Bancorp Inc.,NASDAQ,2019-07-30
SALM,EOD/SALM,Salem Media Group Inc.,NASDAQ,2019-07-30
SALT,EOD/SALT,Scorpio Bulkers Inc.,NYSE,2019-07-30
SAM,EOD/SAM,Boston Beer Company Inc. (The),NYSE,2019-07-30
SAMA,EOD/SAMA,Schultze Special Purpose Acquisition Corp.,NASDAQ,2019-07-25
SAMAU,EOD/SAMAU,Schultze Special Purpose Acquisition Corp. Unit,NASDAQ,2019-07-22
SAMAW,EOD/SAMAW,Schultze Special Purpose Acquisition Corp. Warrant,NASDAQ,2019-07-24
SAMG,EOD/SAMG,Silvercrest Asset Management Group Inc.,NASDAQ,2019-07-30
SAN,EOD/SAN,Banco Santander S.A. Sponsored ADR (Spain),NYSE,2019-07-30
SAN.P.B,EOD/SAN_P_B,Banco Santander S.A. Floating Rate Non-cumulative Series 6 Guaranteed Preferred Securities,NYSE,2019-07-30
SAND,EOD/SAND,Sandstorm Gold Ltd. (Canada),NYSE MKT,2019-07-30
SANM,EOD/SANM,Sanmina Corporation,NASDAQ,2019-07-30
SANW,EOD/SANW,S&W Seed Company,NASDAQ,2019-07-30
SAP,EOD/SAP,SAP SE ADS,NYSE,2019-07-30
SAR,EOD/SAR,Saratoga Investment Corp New,NYSE,2019-07-30
SASR,EOD/SASR,Sandy Spring Bancorp Inc.,NASDAQ,2019-07-30
SATS,EOD/SATS,EchoStar Corporation,NASDAQ,2019-07-30
SAUC,EOD/SAUC,Diversified Restaurant Holdings Inc.,NASDAQ,2019-07-30
SAVA,EOD/SAVA,Cassava Sciences Inc.,NASDAQ,2019-07-30
SAVE,EOD/SAVE,Spirit Airlines Inc.,NASDAQ,2019-07-30
SB,EOD/SB,Safe Bulkers Inc ($0.001 par value),NYSE,2019-07-30
SB.P.C,EOD/SB_P_C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),NYSE,2019-07-30
SB.P.D,EOD/SB_P_D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),NYSE,2019-07-30
SBAC,EOD/SBAC,SBA Communications Corporation,NASDAQ,2019-07-30
SBB,EOD/SBB,ProShares Short SmallCap600,NYSE Arca,2019-07-30
SBBP,EOD/SBBP,Strongbridge Biopharma plc,NASDAQ,2019-07-30
SBBX,EOD/SBBX,SB One Bancorp,NASDAQ,2019-07-30
SBCF,EOD/SBCF,Seacoast Banking Corporation of Florida,NASDAQ,2019-07-30
SBE.U,EOD/SBE_U,SBE.U,NYSE,2019-07-30
SBFG,EOD/SBFG,SB Financial Group Inc.,NASDAQ,2019-07-30
SBFGP,EOD/SBFGP,SB Financial Group Inc. Depositary Shares each representing a 1/100th interest in a 6.50% Noncumulative convertible perpetual preferred share Series A,NASDAQ,2019-07-29
SBGI,EOD/SBGI,Sinclair Broadcast Group Inc.,NASDAQ,2019-07-30
SBGL,EOD/SBGL,D/B/A Sibanye-Stillwater Limited American Depositary Shares (Each representing four),NYSE,2019-07-30
SBH,EOD/SBH,Sally Beauty Holdings Inc. (Name to be changed from Holdings Inc.),NYSE,2019-07-30
SBI,EOD/SBI,Western Asset Intermediate Muni Fund Inc,NYSE MKT,2019-07-30
SBIO,EOD/SBIO,ALPS Medical Breakthroughs,NYSE Arca,2019-07-30
SBLK,EOD/SBLK,Star Bulk Carriers Corp.,NASDAQ,2019-07-30
SBLKZ,EOD/SBLKZ,Star Bulk Carriers Corp. 8.30% Senior Notes due 2022,NASDAQ,2019-07-30
SBM,EOD/SBM,Short Basic Materials,NYSE Arca,2019-07-30
SBNA,EOD/SBNA,Scorpio Tankers Inc. 6.75% Senior Notes due 2020,NYSE,2019-07-30
SBNY,EOD/SBNY,Signature Bank,NASDAQ,2019-07-30
SBOW,EOD/SBOW,SilverBow Resorces Inc.,NYSE,2019-07-30
SBPH,EOD/SBPH,Spring Bank Pharmaceuticals Inc.,NASDAQ,2019-07-30
SBR,EOD/SBR,Sabine Royalty Trust,NYSE,2019-07-30
SBRA,EOD/SBRA,Sabra Health Care REIT Inc.,NASDAQ,2019-07-30
SBS,EOD/SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250),NYSE,2019-07-30
SBSI,EOD/SBSI,Southside Bancshares Inc.,NASDAQ,2019-07-30
SBT,EOD/SBT,Sterling Bancorp Inc.,NASDAQ,2019-07-30
SBUX,EOD/SBUX,Starbucks Corporation,NASDAQ,2019-07-30
SC,EOD/SC,Santander Consumer USA Holdings Inc.,NYSE,2019-07-30
SCA,EOD/SCA,Stellus Capital Investment Corporation 5.75% Notes due 2022,NYSE,2019-07-30
SCAP,EOD/SCAP,AdvisorShares Cornerstone Small Cap,NYSE Arca,2019-07-30
SCC,EOD/SCC,ProShares UltraShort Consumer Services,NYSE Arca,2019-07-30
SCCB,EOD/SCCB,Sachem Capital Corp. 7.125% Notes due 2024,NYSE MKT,2019-07-30
SCCO,EOD/SCCO,Southern Copper Corporation,NYSE,2019-07-30
SCD,EOD/SCD,LMP Capital and Income Fund Inc.,NYSE,2019-07-30
SCE.P.B,EOD/SCE_P_B,Southern California Edison Company 4.08% Preferred Stock,NYSE MKT,2019-07-29
SCE.P.C,EOD/SCE_P_C,Southern California Edison Company 4.24% Preferred Stock,NYSE MKT,2019-07-30
SCE.P.D,EOD/SCE_P_D,Southern California Edison Company 4.32% Preferred Stock,NYSE MKT,2019-07-30
SCE.P.E,EOD/SCE_P_E,Southern California Edison Company 4.78% Preferred Stock,NYSE MKT,2019-07-30
SCE.P.G,EOD/SCE_P_G,SCE Trust II Trust Preferred Securities,NYSE,2019-07-30
SCE.P.H,EOD/SCE_P_H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,NYSE,2019-07-30
SCE.P.J,EOD/SCE_P_J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,NYSE,2019-07-30
SCE.P.K,EOD/SCE_P_K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,NYSE,2019-07-30
SCE.P.L,EOD/SCE_P_L,SCE TRUST VI,NYSE,2019-07-30
SCHA,EOD/SCHA,Schwab U.S. Small-Cap,NYSE Arca,2019-07-30
SCHB,EOD/SCHB,Schwab U.S. Broad Market,NYSE Arca,2019-07-30
SCHC,EOD/SCHC,Schwab International Small-Cap Equity,NYSE Arca,2019-07-30
SCHD,EOD/SCHD,Schwab US Dividend Equity,NYSE Arca,2019-07-30
SCHE,EOD/SCHE,Schwab Emerging Markets Equity,NYSE Arca,2019-07-30
SCHF,EOD/SCHF,Schwab International Equity,NYSE Arca,2019-07-30
SCHG,EOD/SCHG,Schwab U.S. Large-Cap Growth,NYSE Arca,2019-07-30
SCHH,EOD/SCHH,Schwab U.S. REIT,NYSE Arca,2019-07-30
SCHK,EOD/SCHK,Schwab 1000 Index,NYSE Arca,2019-07-30
SCHL,EOD/SCHL,Scholastic Corporation,NASDAQ,2019-07-30
SCHM,EOD/SCHM,Schwab U.S. Mid Cap,NYSE Arca,2019-07-30
SCHN,EOD/SCHN,Schnitzer Steel Industries Inc.,NASDAQ,2019-07-30
SCHO,EOD/SCHO,Schwab Short-Term U.S. Treasury,NYSE Arca,2019-07-30
SCHP,EOD/SCHP,Schwab U.S. TIPs,NYSE Arca,2019-07-30
SCHR,EOD/SCHR,Schwab Intermediate-Term U.S. Treasury,NYSE Arca,2019-07-30
SCHV,EOD/SCHV,Schwab U.S. Large-Cap Value,NYSE Arca,2019-07-30
SCHW,EOD/SCHW,Charles Schwab Corporation (The),NYSE,2019-07-30
SCHW.P.C,EOD/SCHW_P_C,The Charles Schwab Corporation Depositary Shares Series C,NYSE,2019-07-30
SCHW.P.D,EOD/SCHW_P_D,The Charles Schwab Corporation Depositary Shares Series D,NYSE,2019-07-30
SCHX,EOD/SCHX,Schwab U.S. Large-Cap,NYSE Arca,2019-07-30
SCHZ,EOD/SCHZ,Schwab US Aggregate Bond,NYSE Arca,2019-07-30
SCI,EOD/SCI,Service Corporation International,NYSE,2019-07-30
SCID,EOD/SCID,Global X Scientific Beta Europe,NYSE Arca,2019-07-30
SCIF,EOD/SCIF,VanEck Vectors India Small-Cap Index,NYSE Arca,2019-07-30
SCIJ,EOD/SCIJ,Global X Scientific Beta Japan,NYSE Arca,2019-07-30
SCIN,EOD/SCIN,Columbia India Small Cap,NYSE Arca,2019-06-14
SCIU,EOD/SCIU,Global X Scientific Beta US,NYSE Arca,2019-07-30
SCIX,EOD/SCIX,Global X Scientific Beta Asia ex-Japan,NYSE Arca,2019-07-30
SCJ,EOD/SCJ,iShares MSCI Japan Sm Cap,NYSE Arca,2019-07-30
SCKT,EOD/SCKT,Socket Mobile Inc.,NASDAQ,2019-07-30
SCL,EOD/SCL,Stepan Company,NYSE,2019-07-30
SCM,EOD/SCM,Stellus Capital Investment Corporation,NYSE,2019-07-30
SCO,EOD/SCO,ProShares UltraShort Bloomberg Crude Oil,NYSE Arca,2019-07-30
SCOM,EOD/SCOM,ProShares UltraPro Short Communication Services Select Sector,NYSE Arca,2019-07-30
SCON,EOD/SCON,Superconductor Technologies Inc.,NASDAQ,2019-07-30
SCOR,EOD/SCOR,comScore Inc.,NASDAQ,2019-07-30
SCPE.U,EOD/SCPE_U,SC Health Corporation Units,NYSE,2019-07-30
SCPH,EOD/SCPH,scPharmaceuticals Inc.,NASDAQ,2019-07-30
SCPL,EOD/SCPL,SciPlay Corporation,NASDAQ,2019-07-30
SCS,EOD/SCS,Steelcase Inc.,NYSE,2019-07-30
SCSC,EOD/SCSC,ScanSource Inc.,NASDAQ,2019-07-30
SCTO,EOD/SCTO,Global X JPMorgan US Sector Rotator Index,NYSE Arca,2019-07-05
SCVL,EOD/SCVL,Shoe Carnival Inc.,NASDAQ,2019-07-30
SCWX,EOD/SCWX,SecureWorks Corp.,NASDAQ,2019-07-30
SCX,EOD/SCX,L.S. Starrett Company (The),NYSE,2019-07-30
SCYX,EOD/SCYX,SCYNEXIS Inc.,NASDAQ,2019-07-30
SCZ,EOD/SCZ,iShares MSCI EAFE Small-Cap ETF,NYSE Arca,2019-07-30
SD,EOD/SD,SandRidge Energy Inc.,NYSE,2019-07-30
SDAG,EOD/SDAG,IQ Short Duration Enhanced Core Bond U.S.,NYSE Arca,2019-07-30
SDCI,EOD/SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,NYSE Arca,2019-07-30
SDD,EOD/SDD,ProShares UltraShort SmallCap600,NYSE Arca,2019-07-30
SDEM,EOD/SDEM,Global X MSCI SuperDividend Emerging Markets,NYSE Arca,2019-07-30
SDG,EOD/MPCT,iShares MSCI Global Impact ETF,NASDAQ,2019-07-30
SDGA,EOD/SDGA,Impact Shares Sustainable Development Goals Global Equity,NYSE Arca,2019-07-29
SDI,EOD/SDI,Standard Diversified Inc. Class A,NYSE MKT,2019-07-30
SDIV,EOD/SDIV,Global X SuperDividend,NYSE Arca,2019-07-30
SDLP,EOD/SDLP,Seadrill Partners LLC Representing Limited Liability Company Interests,NYSE,2019-07-30
SDOG,EOD/SDOG,ALPS Sector Dividend Dogs,NYSE Arca,2019-07-30
SDOW,EOD/SDOW,UltraPro Short Dow30,NYSE Arca,2019-07-30
SDP,EOD/SDP,ProShares UltraShort Utilities,NYSE Arca,2019-07-30
SDPI,EOD/SDPI,Superior Drilling Products Inc.,NYSE MKT,2019-07-30
SDR,EOD/SDR,SandRidge Mississippian Trust II representing Beneficial Interests,NYSE,2019-07-30
SDRL,EOD/SDRL,Seadrill Limited,NYSE,2019-07-30
SDS,EOD/SDS,ProShares UltraShort S&P500,NYSE Arca,2019-07-30
SDT,EOD/SDT,SandRidge Mississippian Trust I of Beneficial Interest,NYSE,2019-07-30
SDVY,EOD/SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,NASDAQ,2019-07-30
SDY,EOD/SDY,SPDR S&P Dividend,NYSE Arca,2019-07-30
SDYL,EOD/SDYL,ETRACS Monthly Pay 2xLeveraged S&P Dividend ETN,NYSE Arca,2019-07-30
SE,EOD/SE,Sea Limited American Depositary Shares each representing one Class A,NYSE,2019-07-30
SEA,EOD/SEA,Invesco Shipping,NYSE Arca,2019-07-30
SEAC,EOD/SEAC,SeaChange International Inc.,NASDAQ,2019-07-30
SEAS,EOD/SEAS,SeaWorld Entertainment Inc.,NYSE,2019-07-30
SEB,EOD/SEB,Seaboard Corporation,NYSE MKT,2019-07-30
SECO,EOD/SECO,Secoo Holding Limited,NASDAQ,2019-07-30
SEDG,EOD/SEDG,SolarEdge Technologies Inc.,NASDAQ,2019-07-30
SEE,EOD/SEE,Sealed Air Corporation,NYSE,2019-07-30
SEED,EOD/SEED,Origin Agritech Limited,NASDAQ,2019-07-30
SEEL,EOD/APRI,Seelos Therapeutics Inc.,NASDAQ,2019-07-30
SEF,EOD/SEF,ProShares Short Financials,NYSE Arca,2019-07-30
SEIC,EOD/SEIC,SEI Investments Company,NASDAQ,2019-07-30
SEIX,EOD/SEIX,Virtus Seix Senior Loan,NYSE Arca,2019-07-29
SELB,EOD/SELB,Selecta Biosciences Inc.,NASDAQ,2019-07-30
SELF,EOD/SELF,Global Self Storage Inc.,NASDAQ,2019-07-30
SEM,EOD/SEM,Select Medical Holdings Corporation,NYSE,2019-07-30
SEMG,EOD/SEMG,Semgroup Corporation Class A,NYSE,2019-07-30
SENEA,EOD/SENEA,Seneca Foods Corp. Class A Common Stock,NASDAQ,2019-07-30
SENEB,EOD/SENEB,Seneca Foods Corp. Class B Common Stock,NASDAQ,2019-07-26
SENS,EOD/SENS,Senseonics Holdings Inc.,NYSE MKT,2019-07-30
SERV,EOD/SERV,ServiceMaster Global Holdings Inc.,NYSE,2019-07-30
SES,EOD/SES,Synthesis Energy Systems Inc.,NASDAQ,2019-07-30
SESN,EOD/SESN,Sesen Bio Inc.,NASDAQ,2019-07-30
SF,EOD/SF,Stifel Financial Corporation,NYSE,2019-07-30
SF.P.A,EOD/SF_P_A,Stifel Financial Corporation Depositary Shares Series A,NYSE,2019-07-30
SF.P.B,EOD/SF_P_B,Stifel Financial Corporation Depositary Shares Series B,NYSE,2019-07-30
SFB,EOD/SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,NYSE,2019-07-30
SFBC,EOD/SFBC,Sound Financial Bancorp Inc.,NASDAQ,2019-07-30
SFBS,EOD/SFBS,ServisFirst Bancshares Inc.,NASDAQ,2019-07-30
SFE,EOD/SFE,Safeguard Scientifics Inc.,NYSE,2019-07-30
SFET,EOD/SFET,Safe-T Group Ltd.,NASDAQ,2019-07-30
SFIX,EOD/SFIX,Stitch Fix Inc.,NASDAQ,2019-07-30
SFL,EOD/SFL,Ship Finance International Limited,NYSE,2019-07-30
SFLY,EOD/SFLY,Shutterfly Inc.,NASDAQ,2019-07-30
SFM,EOD/SFM,Sprouts Farmers Market Inc.,NASDAQ,2019-07-30
SFNC,EOD/SFNC,Simmons First National Corporation,NASDAQ,2019-07-30
SFS,EOD/SFS,Smart & Final Stores Inc.,NYSE,2019-06-19
SFST,EOD/SFST,Southern First Bancshares Inc.,NASDAQ,2019-07-30
SFUN,EOD/SFUN,Fang Holdings Limited American Depositary Shares (Each representing Four Class A HK$1.00 par value),NYSE,2019-07-30
SFY,EOD/SFY,SoFi Select 500,NYSE,2019-07-30
SFYF,EOD/SFYF,SoFi 50,NYSE Arca,2019-07-30
SFYX,EOD/SFYX,SoFi Next 500,NYSE Arca,2019-07-30
SG,EOD/SG,Sirius International Insurance Group Ltd.,NASDAQ,2019-07-30
SGA,EOD/SGA,Saga Communications Inc.,NYSE MKT,2019-07-30
SGB,EOD/SGB,Southwest Georgia Financial Corporation,NYSE MKT,2019-07-30
SGBX,EOD/SGBX,SG Blocks Inc.,NASDAQ,2019-07-30
SGC,EOD/SGC,Superior Group of Companies Inc.,NASDAQ,2019-07-30
SGDJ,EOD/SGDJ,Sprott ETF Trust - Sprott Junior Gold Miners ETF,NYSE Arca,2019-07-30
SGDM,EOD/SGDM,Sprott ETF Trust - Sprott Gold Miners ETF,NYSE Arca,2019-07-30
SGEN,EOD/SGEN,Seattle Genetics Inc.,NASDAQ,2019-07-30
SGG,EOD/SGGB,iPathA Series B Bloomberg Sugar Subindex Total Return ETN,NYSE Arca,2019-07-30
SGH,EOD/SGH,SMART Global Holdings Inc.,NASDAQ,2019-07-30
SGLB,EOD/SGLB,Sigma Labs Inc.,NASDAQ,2019-07-30
SGLBW,EOD/SGLBW,Sigma Labs Inc. Warrant,NASDAQ,2019-07-30
SGMA,EOD/SGMA,SigmaTron International Inc.,NASDAQ,2019-07-30
SGMO,EOD/SGMO,Sangamo Therapeutics Inc.,NASDAQ,2019-07-30
SGMS,EOD/SGMS,Scientific Games Corp,NASDAQ,2019-07-30
SGOC,EOD/SGOC,SGOCO Group Ltd,NASDAQ,2019-07-30
SGOL,EOD/SGOL,Aberdeen Standard Physical Gold Shares,NYSE Arca,2019-07-30
SGRP,EOD/SGRP,SPAR Group Inc.,NASDAQ,2019-07-30
SGRY,EOD/SGRY,Surgery Partners Inc.,NASDAQ,2019-07-30
SGU,EOD/SGU,Star Group L.P.,NYSE,2019-07-30
SH,EOD/SH,ProShares Short S&P500,NYSE Arca,2019-07-30
SHAK,EOD/SHAK,Shake Shack Inc. Class A,NYSE,2019-07-30
SHBI,EOD/SHBI,Shore Bancshares Inc,NASDAQ,2019-07-30
SHE,EOD/SHE,SPDR Series Trust SSGA Gender Diversity Index,NYSE Arca,2019-07-30
SHEN,EOD/SHEN,Shenandoah Telecommunications Co,NASDAQ,2019-07-30
SHG,EOD/SHG,Shinhan Financial Group Co Ltd American Depositary Shares,NYSE,2019-07-30
SHI,EOD/SHI,SINOPEC Shangai Petrochemical Company Ltd.,NYSE,2019-07-30
SHIP,EOD/SHIP,Seanergy Maritime Holdings Corp,NASDAQ,2019-07-30
SHIPW,EOD/SHIPW,Seanergy Maritime Holdings Corp Class A Warrants,NASDAQ,2019-07-29
SHIPZ,EOD/SHIPZ,Seanergy Maritime Holdings Corp Class B Warrant,NASDAQ,2019-07-22
SHLL,EOD/SHLL,Tortoise Acquisition Corp. Class A,NYSE,2019-07-30
SHLL.U,EOD/SHLL_U,Tortoise Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one Warrant,NYSE,2019-07-25
SHLL.WS,EOD/SHLL_WS,Tortoise Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share,NYSE,2019-07-26
SHLO,EOD/SHLO,Shiloh Industries Inc.,NASDAQ,2019-07-30
SHLX,EOD/SHLX,Shell Midstream Partners L.P. representing Limited Partner Interests,NYSE,2019-07-30
SHM,EOD/SHM,SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond,NYSE Arca,2019-07-30
SHO,EOD/SHO,Sunstone Hotel Investors Inc.,NYSE,2019-07-30
SHO.P.E,EOD/SHO_P_E,Sunstone Hotel Investors Inc. 6.950% Series E Cumulative Redeemable Preferred Stock,NYSE,2019-07-30
SHO.P.F,EOD/SHO_P_F,Sunstone Hotel Investors Inc. 6.450% Series F Cumulative Redeemable Preferred Stock,NYSE,2019-07-29
SHOO,EOD/SHOO,Steven Madden Ltd.,NASDAQ,2019-07-30
SHOP,EOD/SHOP,Shopify Inc. Class A Subordinate,NYSE,2019-07-30
SHOS,EOD/SHOS,Sears Hometown and Outlet Stores Inc.,NASDAQ,2019-07-30
SHSP,EOD/SHSP,SharpSpring Inc.,NASDAQ,2019-07-30
SHV,EOD/SHV,iShares Short Treasury Bond ETF,NYSE Arca,2019-07-30
SHW,EOD/SHW,Sherwin-Williams Company (The),NYSE,2019-07-30
SHY,EOD/SHY,iShares 1-3 Year Treasury Bond ETF,NYSE Arca,2019-07-30
SHYG,EOD/SHYG,iShares 0-5 Year High Yield Corporate Bond,NYSE Arca,2019-07-30
SHYL,EOD/SHYL,Xtrackers Short Duration High Yield Bond,NYSE Arca,2019-07-30
SIBN,EOD/SIBN,SI-BONE Inc.,NASDAQ,2019-07-30
SIC,EOD/SIC,Select Interior Concepts Inc.,NASDAQ,2019-07-30
SID,EOD/SID,Companhia Siderurgica Nacional S.A.,NYSE,2019-07-30
SIEB,EOD/SIEB,Siebert Financial Corp.,NASDAQ,2019-07-30
SIEN,EOD/SIEN,Sientra Inc.,NASDAQ,2019-07-30
SIF,EOD/SIF,SIFCO Industries Inc.,NYSE MKT,2019-07-30
SIFY,EOD/SIFY,Sify Technologies Limited,NASDAQ,2019-07-30
SIG,EOD/SIG,Signet Jewelers Limited,NYSE,2019-07-30
SIGA,EOD/SIGA,SIGA Technologies Inc.,NASDAQ,2019-07-30
SIGI,EOD/SIGI,Selective Insurance Group Inc.,NASDAQ,2019-07-30
SIJ,EOD/SIJ,ProShares UltraShort Industrials,NYSE Arca,2019-07-30
SIL,EOD/SIL,Global X Silver Miners,NYSE Arca,2019-07-30
SILC,EOD/SILC,Silicom Ltd,NASDAQ,2019-07-30
SILJ,EOD/SILJ,ETFMG Prime Junior Silver,NYSE Arca,2019-07-30
SILK,EOD/SILK,Silk Road Medical Inc.,NASDAQ,2019-07-30
